Date,U.S. Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas LNG Imports (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Pipeline Exports (Dollars per Thousand Cubic Feet),Price of Liquefied U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet),U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),United States Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),U.S. Natural Gas Electric Power Price (Dollars per Thousand Cubic Feet),U.S. Natural Gas Gross Withdrawals (MMcf),U.S. Natural Gas Gross Withdrawals from Gas Wells (MMcf),U.S. Natural Gas Gross Withdrawals from Oil Wells (MMcf),U.S. Natural Gas Gross Withdrawals from Shale Gas (Million Cubic Feet),U.S. Natural Gas Gross Withdrawals from Coalbed Wells (MMcf),U.S. Natural Gas Repressuring (MMcf),U.S. Nonhydrocarbon Gases Removed from Natural Gas (MMcf),U.S. Natural Gas Vented and Flared (MMcf),U.S. Natural Gas Marketed Production (MMcf),U.S. Natural Gas Plant Liquids Production (Million Cubic Feet),U.S. Dry Natural Gas Production (MMcf),U.S. Natural Gas Imports (MMcf),U.S. Natural Gas Pipeline Imports (MMcf),U.S. Liquefied Natural Gas Imports (MMcf),U.S. Natural Gas Exports (MMcf),U.S. Natural Gas Pipeline Exports (MMcf),Liquefied U.S. Natural Gas Exports (MMcf),U.S. Total Natural Gas Underground Storage Capacity (MMcf),U.S. Natural Gas Underground Storage Volume (MMcf),U.S. Total Natural Gas in Underground Storage (Base Gas) (MMcf),U.S. Total Natural Gas in Underground Storage (Working Gas) (MMcf),U.S. Total Natural Gas Injections into Underground Storage (MMcf),U.S. Natural  Gas Underground Storage Withdrawals (MMcf),U.S. Natural Gas Underground Storage Net Withdrawals (MMcf),U.S. Natural Gas Total Consumption (MMcf),U.S. Natural Gas Lease and Plant Fuel Consumption (MMcf),U.S. Natural Gas Pipeline & Distribution Use (MMcf),Natural Gas Delivered to Consumers in the U.S. (MMcf),U.S. Natural Gas Residential Consumption (MMcf),Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in the U.S. (MMcf),U.S. Natural Gas Industrial Consumption (MMcf),U.S. Natural Gas Vehicle Fuel Consumption (MMcf),U.S. Natural Gas Deliveries to Electric Power Consumers (MMcf)
Oct-02,3.24,3.56,3.58,3.39,3.72,3.64,4.28,4.32,8.61,6.64,4.18,4.19,1976488,1457092,519395,,0,301723,36927,7592,1630246,78459,1551787,343427,316006,27421,42109,36495,5614,8386282,7457920,4342017,3115902,232180,145238,-86942,1645873,91673,47265,1506936,250573,199288,613448,1270,442357
Nov-02,3.59,4.04,4.05,3.84,4.21,4.2,4.3,4.65,7.99,6.89,4.72,4.35,1979436,1456391,523045,,0,297759,39206,8225,1634246,78651,1555595,330544,308739,21804,54589,48942,5647,8431038,7272705,4344078,2928627,123890,321966,198076,1913629,91840,55394,1766395,483192,298091,632273,1229,351612
Dec-02,3.96,4.2,4.19,4.35,4.3,4.3,4.34,4.74,7.87,7.16,4.92,4.72,2053385,1509154,544230,,0,309002,39928,9781,1694674,81559,1613115,370729,350581,20147,54821,49118,5703,8431038,6715467,4340234,2375233,66387,626841,560454,2378895,95259,69469,2214167,771634,419358,661782,1270,360123
Jan-03,4.43,4.89,4.9,4.69,5.61,5.74,4.43,5.28,8.18,7.48,5.65,5.33,2056766,1506749,550017,,15668,312663,44672,8748,1690682,74131,1616551,359168,336055,23113,58449,52795,5654,8403351,5865966,4343648,1522318,44382,883945,839563,2700545,94993,72816,2532736,945975,514945,687821,1552,382443
Feb-03,5.05,5.71,5.77,4.83,6.46,6.68,4.44,5.83,8.58,7.98,6.4,6.47,1880691,1371901,508789,,14407,295078,40790,7713,1537109,67398,1469711,308804,287797,21007,56393,50784,5609,8412132,5187077,4336577,850501,47449,724482,677032,2500315,86364,67462,2346489,884238,482485,643666,1402,334698
Mar-03,6.96,7.61,7.84,5.41,8.47,8.97,4.3,7.63,9.77,9.2,8.27,7.05,2104114,1554621,549492,,16011,311839,43920,9114,1739241,76260,1662980,324364,293362,31002,51851,46247,5604,8394259,5055702,4325647,730055,170794,306139,135345,2197936,97721,58692,2041522,674582,388190,615956,1552,361243
Apr-03,4.47,5,4.95,5.4,5.22,5.33,4.44,5.6,10.18,8.97,5.96,5.38,2007565,1494461,513104,,15530,290170,43334,8731,1665329,73020,1592310,314655,281973,32682,48831,43194,5637,8394259,5210476,4317155,893321,277066,119366,-157700,1743530,93569,46108,1603853,414495,261069,574624,1502,352164
May-03,4.77,5.04,5.08,4.79,5.51,5.59,4.62,5.69,10.79,8.71,5.78,5.7,2016922,1519868,497053,,16100,274284,33199,8978,1700460,74560,1625900,325157,279344,45814,48519,44695,3825,8394259,5621675,4324112,1297563,452550,40598,-411951,1514697,95542,39657,1379497,247693,179065,557167,1552,394021
Jun-03,5.41,5.53,5.62,5.02,5.94,6.03,4.76,6.4,12.08,9,6.59,6.08,1970130,1472112,498018,,15615,278902,36154,8384,1646690,72202,1574488,306878,258964,47914,51924,48406,3518,8218973,6090298,4325116,1765182,505154,35857,-469296,1368369,92521,35652,1240196,157454,134302,511339,1502,435598
Jul-03,5.08,5.11,5.08,5.27,5.31,5.4,4.67,5.83,12.75,8.73,5.69,5.45,1991705,1496631,495074,,15492,274855,42238,7431,1667181,73101,1594080,340532,282729,57803,48707,42143,6564,8195447,6450716,4324829,2125887,425604,64215,-361389,1600484,93673,42107,1464704,126624,131884,574374,1552,630270
Aug-03,4.46,4.54,4.56,4.4,4.9,4.95,4.43,5.48,12.84,8.4,5.28,5.23,2033633,1522279,511355,,16355,282283,42264,8030,1701056,74586,1626469,331628,282616,49012,50962,45796,5166,8220216,6762507,4326761,2435746,372260,61790,-310470,1651580,95576,43482,1512522,115852,130829,580776,1552,683513
Sep-03,4.59,4.67,4.69,4.6,4.95,5.02,4.4,5.58,12.31,8.41,5.32,5.12,1976511,1464096,512415,,15675,287869,41870,7947,1638825,71858,1566968,320676,266841,53835,53337,47834,5503,8264908,7173311,4328035,2845276,441612,30556,-411056,1428554,92079,37347,1299128,128621,136088,564407,1502,468510
Oct-03,4.32,4.48,4.52,4.31,4.63,4.67,4.4,5.33,10.64,8.28,4.93,4.98,2057161,1520182,536979,,16251,312167,42421,7977,1694596,74303,1620293,331005,273482,57523,62314,54715,7598,8264830,7456712,4326501,3130211,343491,59357,-284134,1553189,95213,40742,1417234,231558,176727,598581,1552,408817
Nov-03,4.26,4.51,4.54,4.34,4.67,4.69,4.45,5.54,9.77,8.36,5.19,4.85,1977961,1456967,520994,,15409,308053,42471,7353,1620085,71036,1549049,316721,269978,46743,71867,66171,5696,8208497,7341444,4303488,3037956,141567,228166,86599,1753642,91026,46462,1616154,413663,256260,596599,1502,348129
Dec-03,4.76,5.08,5.12,4.78,5.32,5.39,4.51,5.89,9.51,8.62,5.9,5.69,2045819,1501934,543885,,16234,319617,45390,7706,1673106,73361,1599746,364161,324089,40072,76769,71068,5701,8208377,6865772,4303153,2562619,69785,544262,474477,2263659,94005,60963,2108690,738596,387647,645086,1552,335810
Jan-04,5.21,5.98,6.02,5.71,6.02,6.15,4.42,6.41,9.71,9.06,6.72,6.37,2062805,1532749,530055,,103412,325688,54960,7759,1674398,79493,1594905,373195,319783,53413,67024,61908,5116,8219468,6051839,4300796,1751044,59591,874924,815333,2675834,94386,68605,2512844,962910,506719,680076,1737,361401
Feb-04,5.02,5.67,5.65,5.78,5.71,5.81,4.53,6.35,9.85,9.1,6.52,5.76,1920843,1418026,502817,,96020,310528,51828,7030,1551457,73656,1477801,345930,296970,48959,69805,64634,5171,8219073,5452307,4296549,1155757,47860,650388,602529,2511097,87746,64405,2358946,857450,477627,648777,1625,373466
Mar-04,5.12,5.15,5.13,5.23,5.35,5.4,4.6,6.23,10.03,9.05,5.97,5.5,2076537,1538681,537855,,102826,329049,54393,7921,1685174,80004,1605170,348992,299959,49033,90982,85376,5606,8219073,5341885,4283474,1058411,167946,271716,103770,2100921,95007,53307,1952607,591428,357088,627150,1737,375203
Apr-04,5.03,5.21,5.2,5.25,5.57,5.65,4.79,6.31,10.54,9.02,6.06,5.74,1995315,1494374,500941,,99998,305294,52800,8001,1629220,77348,1551873,325105,279043,46061,61916,56277,5639,8200815,5535291,4282836,1252455,298528,95471,-203058,1745171,91478,43947,1609746,379642,253143,585952,1681,389328
May-04,5.4,5.63,5.63,5.62,6.12,6.16,4.89,6.48,11.63,9.23,6.34,6.3,2001333,1514712,486621,,101820,284773,54980,7371,1654209,78534,1575675,326541,273379,53162,60968,59059,1909,8175684,5910982,4287223,1623759,425086,43263,-381824,1573043,92131,39356,1441557,213645,172982,568079,1737,485114
Jun-04,5.82,6.06,6.05,6.15,6.48,6.58,4.83,6.94,13.08,9.71,6.82,6.52,1965797,1478979,486818,,99493,284786,53853,8062,1619097,76867,1542230,341934,284744,57190,64227,60439,3788,8175684,6307379,4284444,2022935,435794,36037,-399756,1483684,90387,37031,1356266,144885,138786,562774,1681,508140
Jul-04,5.62,5.75,5.76,5.71,6.09,6.19,4.98,6.68,13.54,9.65,6.41,6.24,2019157,1527786,491371,,102088,286719,55474,8474,1668490,79212,1589277,374651,299561,75090,67031,61405,5627,8209784,6681153,4286584,2394569,424224,59863,-364361,1584933,92943,39651,1452339,124882,128669,570650,1737,626401
Aug-04,5.52,5.62,5.6,5.68,5.86,5.94,5.05,6.51,13.74,9.66,6.36,5.97,2016570,1512791,503779,,101290,297302,57205,7971,1654093,78529,1575564,360244,300740,59504,67491,61887,5604,8169664,7004573,4261959,2742614,404990,57225,-347766,1577962,92594,39477,1445892,119809,128662,583113,1737,612571
Sep-04,5.06,4.96,4.94,5.05,5.47,5.49,5.24,6.06,13.31,9.26,5.68,5.39,1909243,1424864,484379,,100274,298501,52329,8037,1550376,73605,1476771,344621,287583,57038,74439,66966,7474,8148776,7310455,4253905,3056550,392675,67287,-325388,1482150,87371,37067,1357712,124924,132058,569609,1681,529440
Oct-04,5.43,5.38,5.37,5.42,5.77,5.83,5.24,6.3,11.69,9.17,6.03,6.05,2009174,1493725,515448,,103562,324678,55273,8800,1620423,76930,1543492,335533,287786,47748,61174,55845,5329,8216597,7548214,4245979,3302235,309909,62653,-247256,1557224,91736,38942,1426546,216417,175142,593409,1737,439841
Nov-04,6.21,6.98,6.98,6.96,7.17,7.3,5.32,7.5,11.44,10.21,7.64,6.71,1969226,1457249,511978,,100896,321570,54922,9015,1583720,75188,1508532,368685,327506,41179,86431,80824,5607,8216397,7479367,4234821,3244547,128196,191886,63691,1782796,89828,44990,1647979,407202,256336,606591,1681,376169
Dec-04,6.01,6.96,6.91,7.18,7.22,7.35,5.4,7.49,11.09,10.42,7.54,6.88,2023680,1491312,532368,,104428,332768,56108,7970,1626834,77235,1549599,413128,349489,63638,82649,77051,5599,8215861,6897200,4201124,2696075,55204,625852,570648,2327730,92299,59411,2176020,725603,401760,660229,1737,386690
Jan-05,5.8,6.3,6.3,6.29,6.2,6.26,5.27,7.05,10.9,10.02,7.06,6.72,2035036,1505374,529662,,105412,327700,63611,11040,1632685,75608,1557077,405016,347187,57829,91395,85799,5597,8236668,6199291,4205348,1993943,58485,771451,712966,2561858,96256,68889,2396713,892345,466725,650989,1944,384710
Feb-05,5.73,6.14,6.11,6.34,6.21,6.26,5.4,7.09,10.87,9.83,7.15,6.42,1870546,1373818,496728,,93909,311210,52091,8965,1498281,69384,1428897,356495,302957,53538,89576,83987,5589,8236668,5768939,4204477,1564462,58897,487458,428561,2242986,88430,60200,2094357,759126,411963,590965,1755,330547
Mar-05,5.95,6.24,6.25,6.17,6.59,6.67,5.26,7.24,10.84,9.91,7.12,6.84,2080504,1537205,543299,,101491,326558,57182,9417,1687347,78140,1609208,379650,333765,45885,96220,90634,5586,8236593,5484332,4199962,1284370,99852,384780,284927,2205787,98748,58871,2048169,678019,377031,604866,1944,386309
Apr-05,6.57,6.92,6.93,6.91,7.06,7.27,5.19,7.79,11.88,10.25,7.71,7.27,1979474,1476787,502687,,100883,300895,55294,8671,1614614,74771,1539843,326147,278581,47567,55538,49883,5655,8237729,5699060,4200417,1498643,287839,71971,-215869,1724877,94125,45564,1585188,384163,242656,566130,1881,390358
May-05,6.25,6.58,6.56,6.67,6.75,6.84,5.38,7.51,12.74,10.35,7.19,6.83,2010625,1519640,490985,,104947,287611,60681,10253,1652081,76506,1575574,333997,281369,52628,58944,55190,3754,8237729,6075521,4200370,1875151,439385,56604,-382780,1522613,95833,39863,1386917,247525,173748,540722,1944,422978
Jun-05,6.09,6.35,6.34,6.37,6.6,6.68,5.49,7.3,13.79,10.22,6.91,7.08,1972975,1480651,492323,,101329,292184,58663,10384,1611743,74638,1537105,321710,265332,56377,54807,51041,3766,8237729,6398738,4201247,2197491,390091,65769,-324321,1534122,93862,40242,1400018,152020,135458,516522,1881,594137
Jul-05,6.71,6.82,6.82,6.88,7.09,7.27,5.89,7.68,14.86,10.58,7.4,7.57,1984143,1500786,483357,,103312,286277,60002,10437,1627427,75365,1552062,386093,332952,53141,55048,47579,7468,8237729,6653209,4203040,2450169,351375,95138,-256237,1686609,94516,44485,1547608,122282,124649,521733,1944,777000
Aug-05,6.48,7.5,7.51,7.43,7.93,8.15,6.08,8.2,15.51,11.01,7.98,8.67,1988105,1495336,492769,,104711,297458,61184,10049,1619414,74994,1544420,351805,308175,43630,51987,46391,5596,8238729,6865103,4202842,2662261,314283,100094,-214188,1695102,94493,44721,1555887,112600,123903,526148,1944,791293
Sep-05,8.95,9.96,9.97,9.88,9.71,10.26,5.97,10.26,16.56,12.59,10.18,10.99,1766603,1309037,457566,,101873,297857,58077,9728,1400941,64876,1336065,345907,294082,51824,43824,38233,5591,8238729,7136424,4204726,2931698,359331,86793,-272538,1422495,83252,37415,1301829,118261,126731,477413,1881,577543
Oct-05,10.33,11.99,11.95,12.17,11.06,11.82,6.24,12.16,16.44,14.29,12.06,11.84,1871190,1384951,486239,,105768,324528,60843,10197,1475622,68335,1407287,366305,306729,59576,41025,35433,5592,8238729,7400321,4206218,3194104,339914,73924,-265991,1428227,88025,37443,1302758,202172,162077,501875,1944,434692
Nov-05,9.89,11.31,11.07,12.54,10.34,10.9,6.4,11.57,15.64,14.76,12.11,9.87,1901758,1409999,491759,,101744,316312,61529,9510,1514407,70131,1444276,359387,301411,57977,44964,39373,5591,8238729,7398295,4209135,3189160,203449,211850,8401,1663400,89739,43968,1529693,387025,240134,527303,1881,373351
Dec-05,9.08,10.91,10.98,10.47,10.59,11.14,6.68,10.77,14.6,14.01,11.17,11.26,1995862,1478263,517600,,99563,330946,61938,10445,1592533,73749,1518785,408522,357234,51288,45272,39691,5581,8238729,6835374,4200014,2635360,98681,650767,552086,2326360,94239,62367,2169754,771237,413844,576502,1944,406226
Jan-06,8.01,10.11,10.05,10.57,9.52,9.93,5.9,10.8,14.92,14.16,10.85,9.15,1975168,1494607,480560,,110793,290657,63660,9851,1611000,75204,1535797,360316,320850,39466,55600,50022,5579,8238729,6573119,4202072,2371047,109640,373525,263885,2165268,95508,58834,2010926,713698,396993,579855,2016,318364
Feb-06,6.85,7.96,7.89,8.47,7.71,7.91,5.81,9.34,13.98,12.95,9.38,8,1794241,1350470,443771,,100774,275714,58066,9479,1450983,67734,1383249,321045,282308,38737,58766,53188,5578,8238729,6088735,4202495,1886240,54070,539208,485138,2144378,86529,58490,1999359,702280,390067,559052,1821,346138
Mar-06,6.43,7,6.94,7.55,6.79,6.88,5.69,8.81,13.17,12.07,8.24,7.36,1994464,1509581,484884,,112090,290913,61779,10389,1631383,76155,1555228,348293,315065,33228,69434,63872,5561,8238729,5888675,4196938,1691737,131224,331197,199973,2126369,96527,57677,1972165,625925,352874,584380,2016,406970
Apr-06,6.37,6.73,6.64,7.16,6.72,6.85,5.76,8.29,13.27,11.57,7.93,7.32,1908987,1458547,450440,,106589,268139,59936,10366,1570546,73315,1497231,332248,273456,58792,45181,39599,5582,8238729,6143320,4198044,1945276,331562,76524,-255039,1681005,92558,45145,1543302,355496,225687,534140,1951,426027
May-06,6.23,6.53,6.39,7.09,6.5,6.56,5.95,7.99,14.41,11.61,7.63,6.89,1956520,1518803,437717,,111150,252797,61125,10459,1632139,76190,1555948,350535,283263,67271,62557,56968,5589,8246629,6511653,4201709,2309943,419760,52343,-367417,1526297,95279,40665,1390353,203512,160316,520100,2016,504409
Jun-06,5.77,5.83,5.79,6.02,6,6.01,5.94,7.39,15.07,11.09,6.92,6.69,1938796,1493807,444989,,107101,255795,57506,11433,1614061,75346,1538715,348095,286389,61705,65708,60110,5598,8246590,6831985,4215338,2616647,372977,61927,-311050,1550879,94355,41391,1415134,141157,134267,508098,1951,629660
Jul-06,5.91,5.95,5.92,6.12,6.02,6,5.95,7.4,15.72,10.98,6.78,6.69,1975235,1530932,444303,,110362,250093,63008,11821,1650313,77039,1573274,370925,313374,57550,58874,53267,5607,8253590,6993053,4213841,2779211,304664,144082,-160582,1758733,96237,47255,1615241,115586,121913,512194,2016,863531
Aug-06,6.55,6.74,6.69,7.03,6.98,7.04,6.17,8.1,16.18,11.2,7.36,7.56,1989430,1531447,457983,,111137,260969,62477,9951,1656034,77306,1578728,364972,312849,52122,54739,49099,5640,8253590,7181966,4212743,2969223,301606,112859,-188747,1751683,96815,47038,1607830,108439,126396,530783,2016,840197
Sep-06,6.06,5.83,5.71,6.72,5.9,5.82,6.22,7.68,15.71,11.16,7.21,6.27,1946109,1491023,455087,,107031,263013,54575,11080,1617442,75504,1541937,333514,293510,40004,52583,48843,3740,8257030,7538548,4215370,3323178,394576,36976,-357600,1462070,94660,38844,1328565,124922,133020,520351,1951,548321
Oct-06,5.09,4.88,4.82,5.4,5.06,4.99,6.28,6.42,12.51,10.05,5.62,5.76,2025782,1545414,480368,,111326,280736,57434,12225,1675387,78209,1597178,334016,297831,36185,58904,55708,3196,8286744,7669209,4216968,3452241,246184,115149,-131034,1644231,98383,43924,1501925,240448,187618,544311,2016,527532
Nov-06,6.71,7.24,7.21,7.42,7.21,7.26,6.45,8.47,12.45,11.05,7.74,7.48,1974331,1504834,469498,,107158,283026,64692,11291,1615322,75405,1539917,339118,291883,47236,69688,64854,4834,8286744,7622511,4215859,3406652,158617,206204,47587,1765375,95560,47451,1622364,413409,256210,554208,1951,396586
Dec-06,6.76,7.6,7.57,7.81,7.57,7.64,6.44,8.66,12.53,11.61,8.23,7.57,2055955,1566091,489865,,108980,293079,66688,11124,1685065,78661,1606404,383205,331964,51240,71923,67490,4433,8286744,7280906,4210950,3069956,99368,442868,343499,2122784,99566,57501,1965718,623595,346668,579073,2016,414365
Jan-07,5.7,6.5,6.52,6.38,6.58,6.62,6.08,7.88,12.17,11.18,7.36,7.08,2042882,1208647,495368,169026,169842,323929,55318,11165,1652470,76119,1576351,393140,339699,53441,69221,64344,4878,8287550,6599227,4216333,2382895,56863,740117,683254,2475594,100343,67439,2306943,803075,431711,621914,2094,448149
Feb-07,6.8,7.39,7.37,7.54,7.35,7.49,5.91,8.57,12.13,11.22,8.25,8.18,1878003,1109144,462784,152669,153405,305232,48838,10473,1513461,69716,1443745,372874,328773,44101,56539,51522,5017,8282150,5867298,4215728,1651569,50536,782391,731856,2566993,91902,70273,2403778,899461,477253,599687,1891,425485
Mar-07,6.65,7.45,7.43,7.53,7.33,7.42,5.85,8.79,12.81,11.79,8.42,7.64,2094555,1256526,499160,169026,169842,323291,55329,12849,1703085,78451,1624634,401779,314931,86848,77036,72282,4753,8317150,5849891,4246889,1603002,219347,269760,50413,2128845,103417,57526,1967388,616531,354274,578474,2094,416015
Apr-07,6.26,7.24,7.24,7.22,7.41,7.53,5.86,8.2,13.31,11.5,8.14,7.77,1994942,1197836,469170,163574,164363,302337,53009,12923,1626673,74931,1551743,386837,288095,98742,50736,47227,3509,8311750,5968611,4245870,1722741,273492,153774,-119718,1810079,98777,48595,1662412,407708,259849,539684,2026,453144
May-07,6.75,7.45,7.42,7.52,7.47,7.58,5.65,8.41,14.69,11.51,8.11,7.96,2066642,1273889,453886,169026,169842,280878,51144,12070,1722549,79347,1643202,380213,285893,94319,62477,58901,3577,8327850,6431710,4250470,2181239,497741,38201,-459540,1559080,104599,41342,1414428,215724,168349,521172,2094,507089
Jun-07,6.62,7.32,7.3,7.41,7.31,7.41,5.73,8.45,16.28,11.81,7.92,7.8,2019862,1237733,454192,163574,164363,287517,53434,12445,1666465,76764,1589702,381470,294883,86587,57309,53960,3349,8327850,6813786,4231002,2582784,436633,47166,-389468,1555226,101193,41310,1413254,137169,134769,510823,2026,628467
Jul-07,6.21,6.56,6.45,6.92,6.47,6.51,5.87,8.02,16.71,11.63,7.51,7.03,2053286,1261842,452576,169026,169842,282080,54774,13195,1703237,78458,1624779,418576,320231,98344,70660,66412,4247,8323150,7123259,4227004,2896255,397159,83554,-313605,1659882,103426,44231,1513157,117616,122408,510518,2094,760521
Aug-07,5.76,6,5.92,6.29,6.1,6.1,6.06,7.6,16.71,11.19,6.72,6.83,2076235,1272772,464595,169026,169842,295104,56214,12145,1712771,78897,1633875,426534,339062,87471,61870,57554,4316,8342350,7250170,4229371,3020799,293738,167095,-126643,1896137,104005,50914,1741755,112015,127081,531132,2094,969433
Sep-07,5.3,5.49,5.46,5.71,5.83,5.81,6.14,7,16.03,10.92,6.28,6.33,2040241,1251805,460499,163574,164363,297338,56678,11480,1674745,77145,1597600,361383,319730,41654,65077,61468,3609,8384470,7548786,4233352,3315434,371266,73075,-298191,1590484,101696,42286,1446674,116439,127320,517561,2026,683327
Oct-07,5.78,6.35,6.31,6.84,6.61,6.45,9.34,7.43,14.57,10.93,7.06,7,2122193,1291776,491550,169026,169842,320566,57219,11034,1733373,79846,1653527,347224,315286,31939,63576,59996,3580,8377174,7803634,4238254,3565380,331895,75355,-256539,1627791,105256,43236,1479110,174272,157691,540961,2094,604092
Nov-07,6.46,7.21,7.15,7.88,7.05,7.08,6.33,8.14,13.04,11.23,7.87,7.28,2098602,1289592,481074,163574,164363,316308,58186,11794,1712314,78876,1633438,340607,314068,26539,86458,83249,3209,8366562,7680213,4238181,3442033,140775,262091,121316,1834529,103977,49140,1681149,405477,257247,568218,2026,448180
Dec-07,6.87,7.51,7.49,7.86,7.36,7.41,6.28,8.27,12.34,11.24,8.18,7.93,2176213,1340328,497017,169026,169842,328104,61023,11883,1775203,81773,1693431,396945,376118,20826,101495,97055,4441,8369024,7113475,4234216,2879259,63475,632434,568959,2399154,107796,65072,2225994,716871,394952,614573,2094,497505
Jan-08,7.38,7.66,7.57,8.42,7.7,7.73,6.6,8.37,12.24,11.2,8.29,8.52,2155041,1252450,488226,243084,171282,317534,59461,12599,1765447,79730,1685717,389651,361237,28414,109302,106460,2842,8361892,6288037,4232156,2055881,67359,890978,823619,2733970,101995,77313,2554281,883643,477148,659829,2201,531460
Feb-08,8.02,8.34,8.24,9.37,8.36,8.4,6.9,8.91,12.58,11.49,8.96,8.87,2043801,1194793,461375,227401,160231,307865,56178,13663,1666095,75243,1590851,349660,326061,23599,99374,96635,2738,8361892,5686255,4221565,1464690,55775,648340,592564,2503421,96255,70698,2335770,818272,458833,617738,2059,438868
Mar-08,8.63,9.03,8.98,9.41,9.33,9.4,7.09,9.49,13.13,12.03,9.61,9.53,2204088,1297482,492241,243084,171282,325325,61605,13094,1804065,81474,1722591,366810,343104,23707,100351,97418,2933,8361892,5486589,4220523,1266066,130513,349985,219472,2278151,104226,63850,2109623,656262,380467,609930,2201,460763
Apr-08,8.87,9.61,9.55,9.85,9.94,10.05,7.09,9.84,14.49,12.63,10.03,10.19,2112605,1244781,466825,235243,165756,301479,58271,12626,1740229,78591,1661637,322122,289904,32218,74343,71478,2865,8366460,5658650,4222248,1436402,295897,105508,-190388,1823867,100538,50623,1672724,388459,255171,557357,2130,469607
May-08,9.96,10.8,10.68,11.33,10.93,11.13,7.21,11.05,16.33,13.51,11.35,10.97,2153316,1289355,449596,243084,171282,285483,57467,12449,1797917,81197,1716720,297154,265557,31597,68981,65493,3489,8369877,6064975,4225431,1839543,460684,56029,-404655,1576387,103871,43282,1430242,230229,179744,542602,2201,475467
Jun-08,10.36,11.71,11.57,12.34,11.58,11.86,7.38,11.85,18.91,14.68,12.11,12.41,2118791,1266631,451160,235243,165756,285764,58638,13391,1760998,79529,1681469,286919,253846,33073,61702,57847,3855,8369877,6407107,4229559,2177548,422926,80529,-342397,1604249,101738,44156,1459015,144313,133735,513401,2130,665436
Jul-08,10.79,11.78,11.6,12.99,11.9,12.16,7.49,12.48,20.77,15.64,13.06,11.71,2205260,1332342,458553,243084,171282,277253,61122,14161,1852724,83672,1769052,322810,291791,31019,63345,59730,3615,8369877,6745390,4228367,2517023,430005,88366,-341639,1708641,107037,47092,1556011,118416,127749,525607,2201,782039
Aug-08,8.21,8.67,8.46,10.25,8.69,8.74,7.97,10.2,20.17,14.19,10.1,8.97,2193566,1312278,466922,243084,171282,291467,61426,14281,1826392,82483,1743909,328663,293283,35380,67157,62163,4994,8369877,7093832,4227668,2866164,442234,92221,-350013,1682924,105516,46361,1531863,111287,126688,528741,2201,762946
Sep-08,6.71,7.54,7.34,9.06,7.45,7.38,8.56,8.99,18.41,13.12,9.13,7.81,1919520,1099286,419234,235243,165756,291921,53835,14736,1559028,70408,1488620,313868,282101,31767,55330,52197,3133,8369877,7390883,4229964,3160918,398325,97945,-300380,1460924,90069,40239,1329726,118100,129153,477778,2130,602565
Oct-08,5.64,6.87,6.68,9.16,6.54,6.44,8.72,7.8,15.45,12.06,8.1,6.74,2153389,1267363,471660,243084,171282,317142,66201,15794,1754251,79225,1675027,321328,293914,27415,66843,63897,2946,8396577,7634355,4234974,3399381,333892,91443,-242449,1635827,101348,45052,1488645,218058,185477,537665,2201,545244
Nov-08,5.23,6.54,6.46,8.09,6.28,6.19,8.87,7.93,13.8,11.72,7.34,6.64,2149851,1267551,481302,235243,165756,314782,62725,14402,1757942,79391,1678551,320254,297452,22802,90432,87288,3144,8446906,7577456,4231545,3345911,193236,250495,57258,1868947,101561,51903,1714971,433370,275603,546277,2130,457591
Dec-08,5.94,6.74,6.6,8.86,6.59,6.55,8.27,8.16,12.84,11.61,7.86,6.9,2227028,1310331,502331,243084,171282,322606,61745,15712,1826966,82508,1744458,364862,334154,30708,106101,103438,2663,8446906,7072657,4232293,2840363,109519,622499,512979,2399702,105549,67386,2226478,771868,422761,553255,2201,476394
Jan-09,4.6,6.18,6.07,7.63,5.98,5.96,7.54,7.97,12.49,11.28,7.5,6.62,2251938,1251742,493283,336186,170727,305527,61585,14361,1870465,88485,1781981,356749,329817,26932,112989,111138,1851,8455906,6370028,4236795,2133233,78234,783292,705058,2729715,110186,81144,2538368,947740,517891,582995,2315,487426
Feb-09,3.7,5.21,5.07,6.82,4.92,4.9,6,7.26,12.26,10.98,6.43,5.62,2074167,1155107,461204,303652,154205,296433,59824,12991,1704919,80653,1624266,321522,293657,27865,103196,100433,2763,8455906,6000888,4242866,1758022,99949,471513,371564,2332539,100434,69119,2162215,756341,426622,523688,2091,453472
Mar-09,3.38,4.34,4.13,6.34,4.29,4.23,6.42,6.85,11.98,10.46,5.69,4.92,2262488,1253396,502179,336186,170727,313719,59513,14202,1875053,88702,1786352,325165,293580,31585,103699,100759,2940,8455906,5907540,4247894,1659646,201681,294397,92806,2170709,110456,63814,1996245,600328,358253,535671,2315,499678
